FACTORY ID,KEYTYPE ID,COUNT,UPPER_LIMIT,CRITICAL_LOWER_LIMIT,WARNING_LOWER_LIMIT,LAST_LOADED
CENTRAL,2680,1416851,753000,231000,463000,10-APR-2023 13:47:59
CENTRAL,3602,1000000,0,-1,-1,16-MAY-2023 09:05:25
CENTRAL,3403,250871,300000,100000,200000,16-MAY-2023 09:11:42
CENTRAL,3382,39000,50000,10000,20000,16-MAY-2023 09:20:25
CENTRAL,3379,64000,50000,5000,20000,16-MAY-2023 09:25:25
CENTRAL,3499,60000,100000,30000,50000,25-MAY-2023 08:01:30
CENTRAL,3401,79962,100000,30000,50000,21-JUN-2023 12:21:29
CENTRAL,3384,164000,50000,5000,20000,21-JUN-2023 14:01:33
CENTRAL,3446,85192,10000,500,1000,22-JUN-2023 15:11:34
CENTRAL,3381,83000,50000,10000,20000,23-JUN-2023 09:38:45
CENTRAL,3044,780827,1000000,400000,700000,23-JUN-2023 16:46:06
CENTRAL,3419,7137,10000,2000,5000,30-JUN-2023 10:11:53
CENTRAL,3422,7756,10000,2000,5000,30-JUN-2023 10:28:54
CENTRAL,3425,7754,10000,2000,5000,30-JUN-2023 10:29:54
CENTRAL,3428,7750,10000,2000,5000,30-JUN-2023 10:30:54
CENTRAL,1358,4463127,4000000,1000000,3000000,03-AUG-2023 14:32:15
CENTRAL,3621,100000,100000,50000,70000,03-AUG-2023 15:02:16
CENTRAL,1904,11655883,17000000,6000000,11000000,03-AUG-2023 15:42:18
CENTRAL,1833,800000,0,-1,-1,09-AUG-2023 09:02:44
CENTRAL,3680,709889,100000,30000,50000,18-SEP-2023 10:15:05
CENTRAL,3699,95943,100000,50000,70000,24-OCT-2023 09:56:10
CENTRAL,3640,209833,300000,100000,200000,31-OCT-2023 23:54:35
CENTRAL,3643,209817,300000,100000,200000,31-OCT-2023 23:55:38
CENTRAL,3646,209817,300000,100000,200000,31-OCT-2023 23:57:35
CENTRAL,3649,209817,300000,100000,200000,31-OCT-2023 23:58:35
CENTRAL,3122,13556,10000,5000,7000,14-NOV-2023 18:56:29
CENTRAL,3641,369958,300000,100000,200000,21-NOV-2023 10:13:28
CENTRAL,3644,259917,300000,100000,200000,21-NOV-2023 10:15:28
CENTRAL,3647,269935,300000,100000,200000,21-NOV-2023 10:17:28
CENTRAL,3650,279977,300000,100000,200000,21-NOV-2023 10:19:28
CENTRAL,1544,17939941,22000000,7000000,14000000,18-JAN-2024 19:04:06
CENTRAL,2903,74883,110000,30000,50000,24-JAN-2024 11:29:05
CENTRAL,2559,772904,1000000,400000,700000,04-MAR-2024 15:32:27
CENTRAL,2799,919550,1000000,400000,700000,04-MAR-2024 17:56:47
CENTRAL,4122,90000,100000,50000,70000,05-MAR-2024 09:59:47
CENTRAL,4125,90000,100000,30000,50000,12-MAR-2024 14:11:35
CENTRAL,4120,110000,100000,30000,50000,26-MAR-2024 09:39:20
CENTRAL,4119,110000,100000,30000,50000,26-MAR-2024 09:40:43
CENTRAL,3619,83975,100000,30000,50000,26-MAR-2024 09:44:43
CENTRAL,3539,100000,100000,30000,50000,26-MAR-2024 09:59:20
CENTRAL,3939,100000,100000,30000,50000,28-MAR-2024 09:14:10
CENTRAL,2904,278917,300000,150000,210000,08-APR-2024 16:27:19
CENTRAL,3781,51334,50000,25000,35000,09-APR-2024 09:30:07
CENTRAL,4181,950000,100000,30000,50000,25-APR-2024 15:24:09
CENTRAL,4179,87972,100000,30000,60000,07-MAY-2024 13:06:46
CENTRAL,3041,10779471,1000000,400000,700000,31-MAY-2024 15:35:54
CENTRAL,3144,257844,300000,15000,210000,20-JUN-2024 18:01:35
CENTRAL,4299,77978,100000,50000,70000,08-JUL-2024 12:46:41
CENTRAL,3759,107970,100000,50000,70000,23-JUL-2024 07:30:53
CENTRAL,3146,328481,300000,150000,210000,23-JUL-2024 07:46:53
CENTRAL,3042,789420,700000,200000,400000,20-AUG-2024 14:12:20
CENTRAL,3039,789645,700000,200000,400000,20-AUG-2024 14:18:20
CENTRAL,3124,211716,300000,100000,200000,19-SEP-2024 11:17:06
CENTRAL,2801,884403,1000000,400000,700000,03-OCT-2024 11:26:02
CENTRAL,4139,1799000,300000,150000,200000,09-DEC-2024 14:55:48
CENTRAL,4043,111105,150000,45000,105000,19-DEC-2024 15:54:10
CENTRAL,4044,406955,500000,150000,250000,19-DEC-2024 17:23:50
CENTRAL,481,45866912,51000000,15000000,25000000,19-DEC-2024 17:41:51
CENTRAL,4046,141269,100000,25000,50000,20-DEC-2024 16:09:31
CENTRAL,4519,87298,0,-1,-1,29-JAN-2025 09:06:18
CENTRAL,4541,9900,0,-1,-1,04-FEB-2025 14:06:38
CENTRAL,4052,550050,500000,250000,350000,18-FEB-2025 15:04:35
CENTRAL,4499,469978,300000,150000,200000,04-MAR-2025 11:33:23
CENTRAL,4507,404516,300000,150000,190000,04-MAR-2025 14:48:26
CENTRAL,3565,2573468,3000000,1000000,2000000,27-MAR-2025 19:47:19
CENTRAL,3601,1438226,1000000,300000,500000,03-APR-2025 16:45:23
CENTRAL,737,17009752,25000000,8000000,15000000,03-APR-2025 17:34:04
CENTRAL,3700,95924,100000,30000,50000,22-APR-2025 10:08:19
CENTRAL,3652,155938,100000,50000,70000,22-APR-2025 10:13:03
CENTRAL,3780,162998,110000,55000,77000,05-JUN-2025 12:40:32
CENTRAL,4246,1000000,0,-1,-1,12-JUN-2025 13:33:18
CENTRAL,4739,950000,1000000,500000,700000,12-JUN-2025 13:44:19
CENTRAL,2339,4818133,3000000,900000,2100000,25-JUN-2025 11:52:39
CENTRAL,4783,1000000,100000,50000,70000,27-JUN-2025 09:11:42
CENTRAL,4787,300000,300000,150000,200000,27-JUN-2025 09:26:43
CENTRAL,4785,30000,15000,7500,10000,27-JUN-2025 09:28:10
CENTRAL,4780,1000000,1000000,500000,700000,27-JUN-2025 09:29:43
CENTRAL,4786,1000000,1000000,500000,700000,27-JUN-2025 09:50:11
CENTRAL,4784,300000,300000,150000,200000,27-JUN-2025 09:51:44
CENTRAL,4782,30000,15000,7500,10000,27-JUN-2025 09:52:44
CENTRAL,4781,300000,300000,150000,210000,27-JUN-2025 09:56:11
CENTRAL,4779,30000,30000,10500,15000,27-JUN-2025 09:57:44
CENTRAL,4789,100000,80000,40000,60000,03-JUL-2025 11:26:33
CENTRAL,4720,274975,200000,100000,140000,03-JUL-2025 12:04:23
CENTRAL,4790,90000,80000,40000,60000,03-JUL-2025 12:35:34
CENTRAL,4740,153988,100000,30000,50000,15-JUL-2025 11:22:27
CENTRAL,4788,127978,0,-1,-1,19-AUG-2025 11:30:13
CENTRAL,4880,300000,0,-1,-1,18-SEP-2025 15:17:27
CENTRAL,4049,196386,150000,45000,105000,22-SEP-2025 11:47:29
CENTRAL,4101,466881,1000000,300000,500000,22-SEP-2025 12:29:32
CENTRAL,2439,3224736,3000000,1000000,2000000,22-SEP-2025 12:38:32
CENTRAL,3402,104993,100000,30000,50000,22-SEP-2025 12:49:32
CENTRAL,4879,30000,0,-1,-1,24-SEP-2025 08:16:11
CENTRAL,4637,172527,100000,50000,70000,17-OCT-2025 09:46:22
CENTRAL,4502,469978,300000,150000,190000,23-OCT-2025 17:08:43
CENTRAL,4505,469936,300000,150000,190000,23-OCT-2025 17:47:44
CENTRAL,2404,1949252,3000000,1000000,1500000,23-OCT-2025 18:58:31
CENTRAL,4504,329543,300000,150000,200000,29-OCT-2025 11:07:21
CENTRAL,4501,329543,300000,150000,200000,29-OCT-2025 11:08:03
CENTRAL,3187,2469736,3000000,500000,1000000,04-NOV-2025 13:53:54
CENTRAL,4639,121614,100000,50000,70000,12-NOV-2025 12:09:54
CENTRAL,4642,121216,100000,50000,70000,12-NOV-2025 12:38:54
CENTRAL,2440,2976239,4000000,2000000,2800000,12-NOV-2025 15:51:57
CENTRAL,4624,226221,300000,150000,200000,17-NOV-2025 13:01:08
CENTRAL,4621,242448,300000,150000,200000,17-NOV-2025 13:02:08
CENTRAL,2223,2670926,3000000,1000000,2000000,26-NOV-2025 14:01:23
CENTRAL,2719,8888208,1800000,550000,1100000,05-DEC-2025 14:56:32
CENTRAL,2226,25725996,30000000,9000000,18000000,12-DEC-2025 13:01:09
CENTRAL,4041,539819,500000,150000,250000,22-DEC-2025 20:28:42
CENTRAL,4047,539819,500000,150000,250000,22-DEC-2025 20:32:40
CENTRAL,4620,2867000,1000000,500000,700000,09-JAN-2026 11:51:17
CENTRAL,4623,2867000,1000000,500000,700000,09-JAN-2026 12:13:30
CENTRAL,4626,2690000,1000000,500000,700000,09-JAN-2026 12:37:19
CENTRAL,4629,2690000,1000000,500000,700000,09-JAN-2026 12:45:19
CENTRAL,4632,2690000,1000000,500000,700000,09-JAN-2026 13:13:22
CENTRAL,4638,2880000,1000000,500000,700000,09-JAN-2026 13:15:33
CENTRAL,4641,2870000,1000000,500000,700000,09-JAN-2026 13:37:22
CENTRAL,4644,2867000,1000000,500000,700000,09-JAN-2026 13:44:34
CENTRAL,4647,2867000,1000000,500000,700000,09-JAN-2026 13:57:23
CENTRAL,4619,9588,10000,5000,7000,21-JAN-2026 10:19:57
CENTRAL,4622,9589,10000,5000,7000,21-JAN-2026 10:26:57
CENTRAL,4643,143806,50000,10000,20000,02-FEB-2026 09:59:15
CENTRAL,4646,143362,10000,5000,7000,02-FEB-2026 10:33:15
CENTRAL,4340,737503,1000000,350000,650000,24-FEB-2026 19:18:26
CENTRAL,3645,3621549,3000000,1000000,2000000,26-FEB-2026 16:53:09
CENTRAL,3061,3120000,100000,45000,74999,03-MAR-2026 09:41:21
CENTRAL,4200,2313562,1000000,300000,600000,10-MAR-2026 09:33:31
CENTRAL,2164,7745834,6000000,2000000,4000000,17-MAR-2026 16:05:10
CENTRAL,917,20756025,15000000,4000000,9000000,25-MAR-2026 16:20:26
CENTRAL,4124,2922883,1000000,300000,500000,26-MAR-2026 11:02:16
CENTRAL,3482,447113,500000,200000,300000,16-APR-2026 10:37:56
CENTRAL,4640,72328,10000,5000,7000,17-APR-2026 08:45:10
CENTRAL,2980,1497093,1000000,300000,600000,23-APR-2026 11:29:44
CENTRAL,4050,1543752,800000,400000,550000,23-APR-2026 11:49:44
CENTRAL,3739,2793721,3000000,1000000,2000000,29-APR-2026 13:23:15
CENTRAL,3139,2999673,1000000,300000,500000,04-MAY-2026 13:30:51
CENTRAL,1881,3000416,1831000,564000,1127000,11-MAY-2026 11:02:24
CENTRAL,2341,13437570,16000000,4925000,9850000,11-MAY-2026 12:18:43
CENTRAL,2880,4890000,6000000,3000000,4200000,11-MAY-2026 12:27:43
CENTRAL,2455,26222879,45000000,14000000,28000000,11-MAY-2026 12:29:43
CENTRAL,3040,12242230,15000000,5000000,10000000,11-MAY-2026 13:21:29
CENTRAL,2441,2932412,50000,10000,32000,11-MAY-2026 15:16:46
CENTRAL,4319,931400,1000000,400000,700000,14-MAY-2026 09:47:12
CENTRAL,4539,960996,1000000,300000,600000,14-MAY-2026 09:47:28
CENTRAL,4631,112291,150000,45000,100000,19-MAY-2026 09:56:15
CENTRAL,4625,100445,150000,45000,100000,19-MAY-2026 10:56:15
CENTRAL,4628,122574,150000,45000,100000,19-MAY-2026 11:44:52
CENTRAL,4633,355873,300000,150000,200000,19-MAY-2026 11:45:16
CENTRAL,4630,355872,300000,150000,200000,19-MAY-2026 11:57:17
CENTRAL,4580,225237,100000,30000,60000,19-MAY-2026 12:15:52
CENTRAL,4581,382615,100000,50000,70000,19-MAY-2026 12:16:17
CENTRAL,4627,395873,300000,150000,200000,19-MAY-2026 12:27:17
CENTRAL,4635,470000,10000,5000,7000,27-MAY-2026 10:49:21
CENTRAL,2983,23150384,9000000,4500000,6300000,27-MAY-2026 11:14:22
CENTRAL,2539,1113372,770000,237000,474000,28-MAY-2026 15:17:39
CENTRAL,3045,1440906,977000,300000,601000,28-MAY-2026 15:17:50
CENTRAL,1059,5192578,1500000,500000,1000000,05-JUN-2026 09:24:32
CENTRAL,2419,2503909,3000000,300000,700000,08-JUN-2026 12:09:16
CENTRAL,3043,15240951,15000000,5000000,10000000,09-JUN-2026 20:42:32
CENTRAL,3642,3021389,3000000,1000000,2000000,15-JUN-2026 18:33:16
CENTRAL,4634,411568,150000,20000,100000,15-JUN-2026 19:27:23
CENTRAL,4719,977175,3000000,1000000,2000000,15-JUN-2026 20:55:55
CENTRAL,3145,13964163,10000000,5000000,7000000,15-JUN-2026 20:57:31
CENTRAL,3648,3021471,3000000,1000000,2000000,15-JUN-2026 21:08:31
CENTRAL,100,13673235,10000000,3000000,5000000,16-JUN-2026 14:19:56
CENTRAL,4636,380927,350000,200000,300000,23-JUN-2026 16:21:04
CENTRAL,4999,100000,100000,10000,40000,24-JUN-2026 12:22:59
CENTRAL,5001,650000,200000,20000,80000,25-JUN-2026 08:37:29
CENTRAL,4053,3705950,3000000,1500000,2100000,25-JUN-2026 09:59:31
CENTRAL,2519,33438239,38000000,12000000,25000000,25-JUN-2026 17:39:40
CENTRAL,5000,3900000,2000000,200000,800000,26-JUN-2026 09:09:11
CENTRAL,4506,11364945,3000000,1500000,2100000,01-JUL-2026 10:35:27
CENTRAL,2600,2724897,2750000,1000000,1700000,20-JUL-2026 11:16:04
CENTRAL,4979,290000,100000,60000,80000,21-JUL-2026 12:55:37
CENTRAL,5019,285000,100000,30000,50000,21-JUL-2026 14:14:41
CENTRAL,4981,290000,100000,60000,80000,21-JUL-2026 14:14:49
CENTRAL,4980,290000,100000,60000,80000,21-JUL-2026 14:16:41
CENTRAL,3123,4761230,6000000,1500000,4000000,21-JUL-2026 14:17:41
CENTRAL,2820,34306142,30000000,9100000,18100000,21-JUL-2026 15:10:45
CENTRAL,4799,466086,2000000,300000,500000,27-JUL-2026 08:24:25
CENTRAL,4500,2335103,3000000,150000,2000000,27-JUL-2026 14:50:21
CENTRAL,4045,5828609,5000000,2000000,3000000,27-JUL-2026 15:00:22
CENTRAL,4042,3773563,5000000,1000000,2500000,30-JUL-2026 12:49:07
CENTRAL,4048,4769747,5000000,2000000,3000000,30-JUL-2026 13:09:08
CENTRAL,3540,3167157,1000000,300000,500000,03-AUG-2026 20:59:41
CENTRAL,1317,49517300,73000000,22000000,45000000,03-AUG-2026 21:47:43
CENTRAL,3143,15560179,10000000,5000000,7000000,13-AUG-2026 13:44:22
CENTRAL,2800,17413490,15000000,5000000,10000000,13-AUG-2026 13:53:42
CENTRAL,4051,3524394,4000000,1500000,3000000,13-AUG-2026 14:03:23
CENTRAL,4645,439042,300000,150000,200000,17-AUG-2026 12:22:43
CENTRAL,4648,440782,300000,150000,200000,17-AUG-2026 12:40:23
CENTRAL,4279,290000,100000,45000,75000,26-AUG-2026 09:41:11
CENTRAL,2456,332637,260000,80000,160000,01-SEP-2026 11:06:49
CENTRAL,2702,25299527,300000,90000,210000,01-SEP-2026 11:20:55
CENTRAL,4503,7334204,3000000,1500000,2100000,01-SEP-2026 11:33:51
CENTRAL,5059,300000,0,-1,-1,03-SEP-2026 14:54:32
CENTRAL,5060,300000,0,-1,-1,03-SEP-2026 14:57:32
CENTRAL,3639,4921818,3000000,1000000,2000000,03-SEP-2026 15:50:29
CENTRAL,2701,14040309,9570000,2943000,5890000,03-SEP-2026 16:10:30

