Revision,Indicator,AtlasProjectName,Milestone,Date,WW,ChangedColumn,OldValue,NewValue
"Rev 4 (2026-06-18)",NEW,"Nova Lake S 28C (Dunlow) Product","PRQ","2027-01-22T00:00:00.000Z","202704",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Titan Lake H2 Product","PO Start","2028-02-19T00:00:00.000Z","202808",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Titan Lake H4 Product","PRQ","2028-10-21T00:00:00.000Z","202843",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Titan Lake HUB-H 4LPE Die","Tape In","2027-09-10T00:00:00.000Z","202737",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Titan Lake H4 Debug Package","PO Start","2027-09-10T00:00:00.000Z","202737",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"NVL S 52C BLLC (Dunlow) 125W Product","QS","2027-04-23T00:00:00.000Z","202717",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Nova Lake S 28C (Dunlow) Product","QS","2026-12-11T00:00:00.000Z","202650",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Razor Lake H 4Xe Product","PRQ","2028-01-08T00:00:00.000Z","202802",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Razor Lake CPU 4P+0E Int Die","Sort PO*","2027-12-10T00:00:00.000Z","202750",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"NVL S 52C BLLC (Dunlow) 125W Product","PRQ","2027-06-11T00:00:00.000Z","202724",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Titan Lake H4 Product","QS","2028-09-02T00:00:00.000Z","202836",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Razor Lake HX BLLC Product","PRQ","2027-12-24T00:00:00.000Z","202752",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Razor Lake HX BLLC Product","PO Start","2027-07-16T00:00:00.000Z","202729",N/A,N/A,N/A
"Rev 4 (2026-06-18)",NEW,"Razor Lake H 12Xe Product","PRQ","2028-01-22T00:00:00.000Z","202804",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HPX Product","PO Start","2028-06-10T00:00:00.000Z","202824",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 28C 95W (Dunlow) Product","PRQ","2027-01-22T00:00:00.000Z","202704",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HUB-P 4LPE Die","Sort PO*","2027-12-17T00:00:00.000Z","202751",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"PIXE3pv4 4Xe Die","Tape In","2027-10-22T00:00:00.000Z","202743",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake CPU 4P+0E Int Die","Tape In","2028-02-05T00:00:00.000Z","202806",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HUB-P 4LPE Die","Sort PO*","2028-07-01T00:00:00.000Z","202827",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 52C BLLC (Dunlow) Product","PO Start","2027-01-15T00:00:00.000Z","202703",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HM Product","PRQ","2028-11-18T00:00:00.000Z","202847",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 52C BLLC (Dunlow) Product","QS","2027-04-23T00:00:00.000Z","202717",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HUB-P 4LPE Die","Tape In","2028-03-25T00:00:00.000Z","202813",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 28C 95W (Dunlow) Product","PO Start","2026-04-03T00:00:00.000Z","202614",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HPX Product","PO Start","2028-01-29T00:00:00.000Z","202805",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 28C 95W (Dunlow) Product","PO Start","2026-08-28T00:00:00.000Z","202635",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HUB-P 4LPE Die","Tape In","2027-09-10T00:00:00.000Z","202737",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Razor Lake CPU 4P+0E Int Die","Tape In","2027-03-26T00:00:00.000Z","202713",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HL Product","PO Start","2028-06-24T00:00:00.000Z","202826",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Razor Lake CPU 4P+0E Int Die","Sort PO*","2027-07-02T00:00:00.000Z","202727",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 28C 95W (Dunlow) Product","QS","2026-12-11T00:00:00.000Z","202650",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HPX Product","QS","2028-09-02T00:00:00.000Z","202836",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HM Product","PO Start","2028-02-19T00:00:00.000Z","202808",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HM Product","PO Start","2028-07-08T00:00:00.000Z","202828",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HPX Product","PRQ","2028-10-21T00:00:00.000Z","202843",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 28C 95W (Dunlow) Product","ES2","2026-07-16T00:00:00.000Z","202629",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"NVL S 52C BLLC (Dunlow) Product","PRQ","2027-06-11T00:00:00.000Z","202724",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HM Product","QS","2028-09-30T00:00:00.000Z","202840",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HPX Debug Package","PO Start","2027-09-10T00:00:00.000Z","202737",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HL Product","PRQ","2028-11-04T00:00:00.000Z","202845",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake CPU 4P+0E Int Die","Sort PO*","2028-05-13T00:00:00.000Z","202820",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"Titan Lake HL Product","QS","2028-09-16T00:00:00.000Z","202838",N/A,N/A,N/A
"Rev 4 (2026-06-18)",REMOVED,"PIXE3pv4 4Xe Die","Sort PO*","2028-01-28T00:00:00.000Z","202805",N/A,N/A,N/A

