"ProductGroupNm","DesignItemDsc","RevStepCd","SpeedDesignId","YearQuarterTxt","YearMonthTxt","MfgLocationCd","DesignItemMilestone","MfgLocationStage","KF_Qty"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202604","202612","T11","ES1","FINISH","23664"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202604","202612","T31","ES1","FINISH","12000"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202604","202612","T31","ES2","FINISH","24000"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202604","202612","VAL","POS","FINISH","53830"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202701","VAL","POS","FINISH","43064"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202702","T11","ES2","FINISH","16736"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202702","T31","ES2","FINISH","67088"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202702","VAL","POS","FINISH","53526"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202703","T11","ES1","FINISH","5321"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202703","T11","ES2","FINISH","76405"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202703","T31","ES2","FINISH","203115"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202701","202703","VAL","POS","FINISH","16028"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202702","202704","T31","ES2","FINISH","43200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202702","202705","T31","ES2","FINISH","43200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A0","10060860","202702","202706","T31","ES2","FINISH","43200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202701","202702","T31","POS","FINISH","4800"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202701","202703","T31","POS","FINISH","14400"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202701","202703","VAL","POS","FINISH","56852"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202702","202704","T31","QS","FINISH","12000"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202702","202704","VAL","POS","FINISH","56852"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202702","202705","T31","QS","FINISH","54034"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202702","202705","VAL","POS","FINISH","63968"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202702","202706","T31","QS","FINISH","147085"
"RAZOR LAKE","NOVA LAKE AX PRODUCT","A1","10060860","202703","202707","T31","QS","FINISH","429056"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202603","202609","VAL","POS","TEST","11486"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202610","VAL","POS","TEST","15482"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202611","VAL","POS","TEST","56088"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202612","T11","ES1","TEST","29022"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202612","T31","ES1","TEST","13836"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202612","T31","ES2","TEST","24000"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202604","202612","VAL","POS","TEST","70110"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202701","T31","ES2","TEST","3600"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202701","VAL","POS","TEST","55460"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202702","T11","ES2","TEST","24460"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202702","T31","ES2","TEST","59964"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202702","VAL","POS","TEST","58928"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202703","T11","ES1","TEST","8783"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202703","T11","ES2","TEST","83795"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202701","202703","T31","ES2","TEST","166908"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202702","202704","T31","ES2","TEST","43200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202702","202705","T31","ES2","TEST","43200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A0","10060860","202702","202706","T31","ES2","TEST","37800"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202702","T31","POS","TEST","7200"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202702","T31","QS","TEST","16176"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202702","VAL","POS","TEST","5600"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202703","T31","POS","TEST","12000"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202703","T31","QS","TEST","20220"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202701","202703","VAL","POS","TEST","81690"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202702","202704","T31","QS","TEST","28176"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202702","202704","VAL","POS","TEST","65352"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202702","202705","T31","QS","TEST","92119"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202702","202705","VAL","POS","TEST","51588"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202702","202706","T31","QS","TEST","152705"
"RAZOR LAKE","NOVA LAKE AX PRODUCT-TEST","A1","10060860","202703","202707","T31","QS","TEST","397738"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202604","202612","T31","QS","FINISH","6000"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202701","202701","T31","QS","FINISH","7200"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202701","202701","VAL","POS","FINISH","7464"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202701","202702","VAL","POS","FINISH","65061"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202702","202704","T31","QS","FINISH","3600"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202702","202705","T31","QS","FINISH","114846"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT","A0","10073967","202702","202706","T31","QS","FINISH","288000"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202604","202612","T31","QS","TEST","6000"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202701","202701","T31","QS","TEST","7200"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202701","202701","VAL","POS","TEST","21080"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202701","202702","VAL","POS","TEST","52742"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202701","202703","T31","QS","TEST","1800"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202702","202704","T31","QS","TEST","49170"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202702","202705","T31","QS","TEST","87522"
"RAZOR LAKE","NOVA LAKE S 16C 12XE PRODUCT-TEST","A0","10073967","202702","202706","T31","QS","TEST","288000"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT","A0","10073765","202704","202712","VAL","POS","FINISH","56608"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT","A0","10073765","202801","202801","VAL","POS","FINISH","94224"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT","A0","10073765","202801","202803","T90","QS","FINISH","63342"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT","A0","10073765","202802","202804","T90","QS","FINISH","63263"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT-TEST","A0","10073765","202704","202712","VAL","POS","TEST","77120"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT-TEST","A0","10073765","202801","202801","VAL","POS","TEST","107050"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT-TEST","A0","10073765","202801","202803","T90","QS","TEST","81570"
"RAZOR LAKE","NOVA LAKE S 16C BLLC PRODUCT-TEST","A0","10073765","202802","202804","T90","QS","TEST","57769"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202703","202709","VAL","POS","FINISH","57346"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202704","202710","VAL","POS","FINISH","32079"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202704","202711","T31","QS","FINISH","50566"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202704","202711","VAL","POS","FINISH","31274"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202704","202712","T31","QS","FINISH","319423"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202704","202712","VAL","POS","FINISH","28016"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202801","202801","T31","QS","FINISH","48219"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT","A0","10046180","202801","202801","VAL","POS","FINISH","21192"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202703","202708","T90","POS","TEST","9000"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202703","202708","VAL","POS","TEST","3176"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202703","202709","T90","POS","TEST","9000"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202703","202709","VAL","POS","TEST","68612"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202704","202710","VAL","POS","TEST","40730"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202704","202711","T31","QS","TEST","121874"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202704","202711","VAL","POS","TEST","30921"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202704","202712","T31","QS","TEST","324158"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202704","202712","VAL","POS","TEST","34895"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202801","202801","T31","QS","TEST","13882"
"RAZOR LAKE","RAZOR LAKE H 12XE PRODUCT-TEST","A0","10046180","202801","202801","VAL","POS","TEST","18234"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202703","202708","VAL","POS","FINISH","29184"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202703","202709","VAL","POS","FINISH","28341"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202704","202710","VAL","POS","FINISH","42993"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202704","202711","T90","QS","FINISH","280441"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202704","202711","VAL","POS","FINISH","27159"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202704","202712","T90","QS","FINISH","419079"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT","A0","10051728","202704","202712","VAL","POS","FINISH","35741"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202703","202708","T90","POS","TEST","9000"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202703","202708","VAL","POS","TEST","33462"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202703","202709","T90","POS","TEST","9000"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202703","202709","VAL","POS","TEST","39303"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202710","T90","QS","TEST","5964"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202710","VAL","POS","TEST","47940"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202711","T90","QS","TEST","420084"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202711","VAL","POS","TEST","29881"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202712","T90","QS","TEST","331994"
"RAZOR LAKE","RAZOR LAKE H 4XE PRODUCT-TEST","A0","10051728","202704","202712","VAL","POS","TEST","36780"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202703","202707","VAL","POS","FINISH","15450"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202703","202708","VAL","POS","FINISH","29949"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202703","202709","VAL","POS","FINISH","31203"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202710","T90","QS","FINISH","7544"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202710","VAL","POS","FINISH","53001"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202711","T90","QS","FINISH","142150"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202711","VAL","POS","FINISH","43836"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202712","T90","QS","FINISH","112704"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT","A0","10077287","202704","202712","VAL","POS","FINISH","22266"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202703","202707","VAL","POS","TEST","19536"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202703","202708","T90","POS","TEST","18000"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202703","202708","VAL","POS","TEST","34983"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202703","202709","VAL","POS","TEST","40704"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202710","T90","QS","TEST","40709"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202710","VAL","POS","TEST","77743"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202711","T90","QS","TEST","178382"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202711","VAL","POS","TEST","39916"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202712","T90","QS","TEST","69449"
"RAZOR LAKE","RAZOR LAKE HX BLLC PRODUCT-TEST","A0","10077287","202704","202712","VAL","POS","TEST","22114"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202703","202707","T31","POS","FINISH","6000"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202703","202708","T31","POS","FINISH","7200"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202703","202709","VAL","POS","FINISH","45614"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202704","202710","T31","QS","FINISH","3600"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202704","202710","VAL","POS","FINISH","39852"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202704","202711","VAL","POS","FINISH","24646"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202704","202712","T31","QS","FINISH","26015"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202704","202712","VAL","POS","FINISH","43010"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202801","202801","T31","QS","FINISH","666229"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT","A0","10053366","202801","202801","VAL","POS","FINISH","11330"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202703","202707","T31","POS","TEST","7341"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202703","202708","T31","POS","TEST","8811"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202703","202708","VAL","POS","TEST","7320"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202703","202709","VAL","POS","TEST","78609"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202704","202710","T31","QS","TEST","3600"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202704","202710","VAL","POS","TEST","33471"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202704","202711","VAL","POS","TEST","35384"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202704","202712","T31","QS","TEST","137546"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202704","202712","VAL","POS","TEST","44418"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202801","202801","T31","QS","TEST","539888"
"RAZOR LAKE","RAZOR LAKE S 28C BLLC PRODUCT-TEST","A0","10053366","202801","202801","VAL","POS","TEST","14907"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202604","202611","T31","POS","FINISH","8400"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202604","202611","VAL","POS","FINISH","27646"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202604","202612","T31","POS","FINISH","3600"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202604","202612","VAL","POS","FINISH","36348"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202701","202701","VAL","POS","FINISH","25492"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202701","202702","VAL","POS","FINISH","52805"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202701","202703","T31","ES","FINISH","3600"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202701","202703","VAL","POS","FINISH","50578"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202702","202704","T11","ES","FINISH","107496"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A0","10046183","202702","202704","VAL","POS","FINISH","18690"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A5","10046183","202702","202704","VAL","POS","FINISH","33914"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","A5","10046183","202702","202705","VAL","POS","FINISH","54318"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202703","202709","VAL","POS","FINISH","19218"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202710","T31","QS","FINISH","15228"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202710","VAL","POS","FINISH","92548"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202711","T31","QS","FINISH","21335"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202711","VAL","POS","FINISH","51584"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202712","T31","QS","FINISH","349334"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202704","202712","VAL","POS","FINISH","39212"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202801","202801","T31","QS","FINISH","200647"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202801","202801","VAL","POS","FINISH","35399"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202801","202802","T31","QS","FINISH","633096"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202801","202802","VAL","POS","FINISH","4792"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT","B0","10046183","202801","202803","T31","QS","FINISH","309905"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202604","202610","VAL","POS","TEST","4364"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202604","202611","T31","POS","TEST","14835"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202604","202611","VAL","POS","TEST","40210"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202604","202612","VAL","POS","TEST","49768"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202701","202701","VAL","POS","TEST","32888"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202701","202702","VAL","POS","TEST","70442"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202701","202703","T11","ES","TEST","22508"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202701","202703","T31","ES","TEST","3600"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202701","202703","VAL","POS","TEST","75627"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202702","202704","T11","ES","TEST","110693"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A0","10046183","202702","202704","VAL","POS","TEST","7953"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A5","10046183","202702","202704","VAL","POS","TEST","74256"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","A5","10046183","202702","202705","VAL","POS","TEST","43056"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202703","202709","VAL","POS","TEST","44925"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202710","T31","QS","TEST","33812"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202710","VAL","POS","TEST","102680"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202711","T31","QS","TEST","6000"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202711","VAL","POS","TEST","57014"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202712","T31","QS","TEST","440559"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202704","202712","VAL","POS","TEST","39411"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202801","202801","T31","QS","TEST","406288"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202801","202801","VAL","POS","TEST","43470"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202801","202802","T31","QS","TEST","404730"
"RAZOR LAKE","RAZOR LAKE S 28C PRODUCT-TEST","B0","10046183","202801","202803","T31","QS","TEST","285672"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202703","202708","T31","POS","FINISH","6000"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202703","202709","T31","POS","FINISH","7200"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202703","202709","T31","QS","FINISH","0"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202703","202709","VAL","POS","FINISH","44457"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202704","202710","T31","QS","FINISH","3600"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202704","202710","VAL","POS","FINISH","39010"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202704","202711","VAL","POS","FINISH","40146"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202704","202712","T31","QS","FINISH","50140"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202704","202712","VAL","POS","FINISH","48972"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202801","202801","T31","QS","FINISH","626147"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202801","202803","T31","QS","FINISH","14378"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202802","202804","T31","QS","FINISH","176876"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT","A0","10072807","202802","202805","T31","QS","FINISH","132000"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202703","202708","T31","POS","TEST","7656"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202703","202708","VAL","POS","TEST","1732"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202703","202709","T31","POS","TEST","9189"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202703","202709","T31","QS","TEST","0"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202703","202709","VAL","POS","TEST","64994"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202710","T31","QS","TEST","25776"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202710","VAL","POS","TEST","51753"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202711","T31","QS","TEST","25374"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202711","VAL","POS","TEST","60838"
"RAZOR LAKE","RAZOR LAKE S 52C BLLC PRODUCT-TEST","A0","10072807","202704","202712","T31","QS","TEST","77129"
